title,author,avg_rating,rating_count,year_published,all_genres,Other,activism,adult,bestseller,children/young adult,fantasy,fiction,guide,history,inspirational,literature,non-fiction,other,poetry,romance,science,spiritual/religious,sport,features_text,top_keywords,popularity,scaled_rating,cluster,rating_scaled,year_scaled
"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life (Hardcover)",Henry Cloud,4.21,0,1992,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life (Hardcover) romance ","say, boundaries, yes, control, life, romance, hardcover, zone",0.0,0.8025,4,0.8025,0.9883185840707964
"Bourbon & Lies (The Bourbon Boys, #1)",Victoria   Wilder,4.06,0,2024,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Bourbon & Lies (The Bourbon Boys, #1) romance ","bourbon, lies, boys, romance, 015, 김지영, zone, zonal",0.0,0.7649999999999999,4,0.7649999999999999,0.9996460176991151
Boy Meets Boy (Paperback),David Levithan,3.81,0,2003,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boy Meets Boy (Paperback) activism ,"boy, meets, activism, paperback, 015, 김지영, zone, zonal",0.0,0.7025,0,0.7025,0.992212389380531
"Boy, the Mole, the Fox and the Horse",Charlie Mackesy,3.94,80,2019,"Other, bestseller, science",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Boy, the Mole, the Fox and the Horse Other, bestseller, science ","mole, fox, horse, boy, bestseller, science, zone, zonal",4.394449154672439,0.735,5,0.735,0.9978761061946902
"Boyfriend Material (London Calling, #1)",Alexis  Hall,3.98,0,2020,"activism, romance",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Boyfriend Material (London Calling, #1) activism, romance ","material, calling, boyfriend, london, activism, romance, 김지영, zone",0.0,0.745,4,0.745,0.9982300884955753
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants (Hardcover)",Robin Wall Kimmerer,4.51,0,2013,"non-fiction, spiritual/religious",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants (Hardcover) non-fiction, spiritual/religious ","sweetgrass, scientific, knowledge, braiding, plants, teachings, indigenous, wisdom",0.0,0.8775,3,0.8775,0.9957522123893805
Brain on Fire: My Month of Madness (ebook),Susannah Cahalan,4.09,0,2012,"non-fiction, science",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Brain on Fire: My Month of Madness (ebook) non-fiction, science ","month, madness, brain, ebook, science, non, fiction, 김지영",0.0,0.7725,3,0.7725,0.9953982300884956
Brave New World,Aldous Huxley,3.97,33880,1932,"Other, children/young adult, fiction, literature, non-fiction",1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"Brave New World Other, children/young adult, fiction, literature, non-fiction ","brave, new, world, fiction, young, children, adult, literature",10.43060966426901,0.7425,2,0.7425,0.9670796460176991
Brave New World (Paperback),Aldous Huxley,3.9900000000000007,0,1932,"Other, fantasy, fiction, non-fiction",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"Brave New World (Paperback) Other, fantasy, fiction, non-fiction ","brave, new, world, fiction, fantasy, non, paperback, 김지영",0.0,0.7475000000000002,3,0.7475000000000002,0.9670796460176991
"Breakaway (Beyond the Play, #2)",Grace Reilly,3.77,0,2022,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Breakaway (Beyond the Play, #2) sport ","breakaway, play, sport, yeats, 015, 김지영, zone, zonal",0.0,0.6925,0,0.6925,0.9989380530973452
Breakfast at Tiffany’s and Three Stories (Paperback),Truman Capote,3.85,0,1958,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Breakfast at Tiffany’s and Three Stories (Paperback) non-fiction ,"tiffany, breakfast, stories, non, paperback, fiction, 015, 김지영",0.0,0.7125,3,0.7125,0.976283185840708
Breakfast of Champions (Paperback),Kurt Vonnegut Jr.,4.06,0,1973,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Breakfast of Champions (Paperback) fiction ,"champions, breakfast, paperback, fiction, 김지영, zone, zonal, zombie",0.0,0.7649999999999999,0,0.7649999999999999,0.9815929203539823
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.76,0,2008,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Breaking Dawn (The Twilight Saga, #4) romance ","breaking, saga, twilight, dawn, romance, 015, 김지영, zone",0.0,0.69,4,0.69,0.9939823008849558
Breaking the habit of being yourself,Joe Dispenza,4.0,16,2012,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breaking the habit of being yourself Other ,"habit, breaking, 015, 김지영, zone, zonal, zombie, zodiac",2.833213344056216,0.75,5,0.75,0.9953982300884956
Breakthrough advertising,Eugene M. Schwartz,4.67,18,1966,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breakthrough advertising Other ,"breakthrough, advertising, 015, 김지영, zone, zonal, zombie, zodiac",2.9444389791664403,0.9175,5,0.9175,0.9791150442477876
Brick Lane (Paperback),Monica Ali,3.46,0,2003,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brick Lane (Paperback) non-fiction ,"brick, lane, non, paperback, fiction, 김지영, zone, zonal",0.0,0.615,3,0.615,0.992212389380531
Bridge to Terabithia,Katherine Paterson,4.14,3080,1972,"Other, children/young adult, fantasy, fiction, history, literature, other",1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,"Bridge to Terabithia Other, children/young adult, fantasy, fiction, history, literature, other ","terabithia, bridge, fantasy, history, young, children, adult, literature",8.033009498596668,0.7849999999999999,2,0.7849999999999999,0.9812389380530974
Bridge to Terabithia (Kindle Edition),Katherine Paterson,4.06,0,1977,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bridge to Terabithia (Kindle Edition) other ,"terabithia, bridge, kindle, edition, 김지영, zone, zonal, zombie",0.0,0.7649999999999999,0,0.7649999999999999,0.9830088495575221
Briefe an Milena,Franz Kafka,5.0,1,1952,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Briefe an Milena Other ,"milena, briefe, yeats, 015, 김지영, zone, zonal, zombie",0.6931471805599453,1.0,0,1.0,0.9741592920353982
Bright Dead Things (Paperback),Ada Limon,4.19,0,2015,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bright Dead Things (Paperback) poetry ,"bright, dead, things, poetry, paperback, 015, 김지영, zone",0.0,0.7975000000000001,0,0.7975000000000001,0.9964601769911504
"Bright Lights, Big Christmas (Hardcover)",Mary Kay Andrews,3.79,0,2023,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Bright Lights, Big Christmas (Hardcover) guide ","lights, bright, big, christmas, guide, hardcover, zonal, zombie",0.0,0.6975,0,0.6975,0.9992920353982301
"Bright Lights, Big City (Paperback)",Jay McInerney,3.81,0,1984,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Bright Lights, Big City (Paperback) non-fiction ","lights, bright, big, city, non, paperback, fiction, zone",0.0,0.7025,3,0.7025,0.9854867256637169
Brilliant Imperfection: Grappling with Cure (Paperback),Eli Clare,4.45,0,2011,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Brilliant Imperfection: Grappling with Cure (Paperback) other ,"grappling, imperfection, cure, brilliant, paperback, zone, zonal, zombie",0.0,0.8625,0,0.8625,0.9950442477876106
Brilliant Orange: The Neurotic Genius of Dutch Football (Hardcover),David Winner,4.04,0,2000,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brilliant Orange: The Neurotic Genius of Dutch Football (Hardcover) Other ,"neurotic, genius, dutch, brilliant, orange, football, hardcover, zonal",0.0,0.76,0,0.76,0.9911504424778761
"Broken Bonds (The Bonds that Tie, #1)",J. Bree,4.12,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Broken Bonds (The Bonds that Tie, #1) Other ","bonds, tie, broken, 015, 김지영, zone, zonal, zombie",0.0,0.78,0,0.78,0.9985840707964602
"Broken Homes (Rivers of London, #4)",Ben Aaronovitch,4.16,0,2013,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Broken Homes (Rivers of London, #4) non-fiction ","homes, rivers, broken, london, non, fiction, 김지영, zone",0.0,0.79,3,0.79,0.9957522123893805
"Broken Vow (Brutal Birthright, #5)",Sophie Lark,4.06,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Broken Vow (Brutal Birthright, #5) romance ","vow, birthright, brutal, broken, romance, 김지영, zone, zonal",0.0,0.7649999999999999,4,0.7649999999999999,0.9982300884955753
"Broken Whispers (Perfectly Imperfect, #2)",Neva Altaj,4.0,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Broken Whispers (Perfectly Imperfect, #2) romance ","whispers, perfectly, imperfect, broken, romance, 015, 김지영, zone",0.0,0.75,4,0.75,0.9989380530973452
"Brown Bear, Brown Bear, What Do You See? (Board book)",Bill Martin Jr.,4.27,0,1967,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Brown Bear, Brown Bear, What Do You See? (Board book) science ","bear, brown, board, book, science, zone, zonal, zombie",0.0,0.8174999999999999,0,0.8174999999999999,0.9794690265486726
Brown Girl Dreaming (Hardcover),Jacqueline Woodson,4.15,0,2014,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brown Girl Dreaming (Hardcover) poetry ,"dreaming, brown, girl, poetry, hardcover, zone, zonal, zombie",0.0,0.7875000000000001,0,0.7875000000000001,0.9961061946902655
Brutal Obsession (Kindle Edition),S. Massery,3.82,0,2022,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Brutal Obsession (Kindle Edition) sport ,"obsession, brutal, sport, kindle, edition, 김지영, zone, zonal",0.0,0.705,0,0.705,0.9989380530973452
"Brutal Prince (Brutal Birthright, #1)",Sophie Lark,3.74,0,2020,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Brutal Prince (Brutal Birthright, #1) Other, romance ","brutal, birthright, prince, romance, 015, 김지영, zone, zonal",0.0,0.685,4,0.685,0.9982300884955753
Buckland's Complete Book of Witchcraft (Paperback),Raymond Buckland,3.81,0,1986,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Buckland's Complete Book of Witchcraft (Paperback) spiritual/religious ,"buckland, witchcraft, complete, book, religious, spiritual, paperback, 김지영",0.0,0.7025,0,0.7025,0.9861946902654868
Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential (Hardcover),Tiago Forte,4.04,0,2022,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential (Hardcover) non-fiction ,"organize, unlock, potential, method, proven, digital, second, creative",0.0,0.76,3,0.76,0.9989380530973452
"Burned Dreams (Perfectly Imperfect, #7)",Neva Altaj,3.87,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Burned Dreams (Perfectly Imperfect, #7) romance ","burned, dreams, perfectly, imperfect, romance, 김지영, zone, zonal",0.0,0.7175,4,0.7175,0.9992920353982301
Bury My Heart at Wounded Knee: An Indian History of the American West (Paperback),Dee Brown,4.26,0,1970,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bury My Heart at Wounded Knee: An Indian History of the American West (Paperback) non-fiction ,"bury, wounded, knee, west, indian, heart, american, history",0.0,0.815,3,0.815,0.9805309734513274
"Butcher & Blackbird (The Ruinous Love Trilogy, #1)",Brynne Weaver,4.01,0,2023,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Butcher & Blackbird (The Ruinous Love Trilogy, #1) Other, romance ","butcher, blackbird, ruinous, trilogy, love, romance, 015, 김지영",0.0,0.7525,4,0.7525,0.9992920353982301
Buy Yourself the Damn Flowers,Tam Kaur,5.0,1,2024,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy Yourself the Damn Flowers Other ,"damn, buy, flowers, 김지영, zone, zonal, zombie, zodiac",0.6931471805599453,1.0,0,1.0,0.9996460176991151
By a Thread (ebook),Lucy Score,4.07,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,By a Thread (ebook) romance ,"thread, ebook, romance, yeats, 015, 김지영, zone, zonal",0.0,0.7675000000000001,4,0.7675000000000001,0.9982300884955753
Calcio: A History of Italian Football (Paperback),john-foot,4.17,0,2006,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calcio: A History of Italian Football (Paperback) Other ,"calcio, italian, football, history, paperback, zone, zonal, zombie",0.0,0.7925,0,0.7925,0.9932743362831858
"Calculus, 5th Edition (Hardcover)",James Stewart,3.98,0,1986,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Calculus, 5th Edition (Hardcover) literature ","5th, calculus, edition, literature, hardcover, zone, zonal, zombie",0.0,0.745,0,0.745,0.9861946902654868
Calculus: Early Transcendentals (Hardcover),James Stewart,3.96,968,1995,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Calculus: Early Transcendentals (Hardcover) literature ,"transcendentals, early, calculus, literature, hardcover, 김지영, zone, zonal",6.876264611890766,0.74,1,0.74,0.9893805309734514
"Caliban and the Witch: Women, the Body and Primitive Accumulation (Paperback)",Silvia Federici,4.56,0,2004,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Caliban and the Witch: Women, the Body and Primitive Accumulation (Paperback) activism, non-fiction ","primitive, accumulation, caliban, body, witch, women, activism, non",0.0,0.8899999999999999,3,0.8899999999999999,0.9925663716814159
"Caliban’s War (The Expanse, #2)",James S.A. Corey,4.39,0,2012,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Caliban’s War (The Expanse, #2) science ","caliban, expanse, war, science, 015, 김지영, zone, zonal",0.0,0.8474999999999999,0,0.8474999999999999,0.9953982300884956
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.1,0,2007,"activism, romance",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Call Me By Your Name (Call Me By Your Name, #1) activism, romance ","activism, romance, yeats, 015, 김지영, zone, zonal, zombie",0.0,0.7749999999999999,4,0.7749999999999999,0.9936283185840709
Call Us What We Carry (Hardcover),Amanda Gorman,4.26,0,2021,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Call Us What We Carry (Hardcover) poetry ,"carry, poetry, hardcover, 015, 김지영, zone, zonal, zombie",0.0,0.815,0,0.815,0.9985840707964602
Can We Be Strangers Again?,Shrijeet Shandilya,3.65,62,2025,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Can We Be Strangers Again? Other ,"strangers, 15th, yeats, 015, 김지영, zone, zonal, zombie",4.143134726391533,0.6625,5,0.6625,1.0
Can't Hurt Me,David Goggins,3.0,12,2018,"Other, bestseller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Can't Hurt Me Other, bestseller ","hurt, bestseller, 015, 김지영, zone, zonal, zombie, zodiac",2.5649493574615367,0.5,5,0.5,0.9975221238938053
"Can't Spell Treason Without Tea (Tomes & Tea, #1)",Rebecca Thorne,3.72,0,2022,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Can't Spell Treason Without Tea (Tomes & Tea, #1) other ","tea, treason, tomes, spell, 15th, yeats, 015, 김지영",0.0,0.68,0,0.68,0.9989380530973452
Capitalism and Disability: Selected Writings by Marta Russell (Paperback),Marta Russell,4.44,425,2019,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Capitalism and Disability: Selected Writings by Marta Russell (Paperback) other ,"marta, russell, capitalism, selected, writings, disability, paperback, 김지영",6.054439346269371,0.8600000000000001,1,0.8600000000000001,0.9978761061946902
Captivating: Unveiling the Mystery of a Woman's Soul (Hardcover),John Eldredge,3.93,0,2004,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Captivating: Unveiling the Mystery of a Woman's Soul (Hardcover) spiritual/religious ,"unveiling, captivating, mystery, soul, woman, religious, spiritual, hardcover",0.0,0.7325,0,0.7325,0.9925663716814159
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.93,0,2011,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Captive in the Dark (The Dark Duet, #1) Other ","dark, captive, duet, 김지영, zone, zonal, zombie, zodiac",0.0,0.7325,0,0.7325,0.9950442477876106
"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,3.96,0,1936,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cards on the Table (Hercule Poirot, #15) Other ","table, cards, 15, poirot, hercule, 김지영, zone, zonal",0.0,0.74,0,0.74,0.968495575221239
Care Work: Dreaming Disability Justice (Paperback),Leah Lakshmi Piepzna-Samarasinha,4.52,0,2018,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Care Work: Dreaming Disability Justice (Paperback) other ,"dreaming, justice, care, work, disability, paperback, zone, zonal",0.0,0.8799999999999999,0,0.8799999999999999,0.9975221238938053
"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,4.22,0,2015,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Career of Evil (Cormoran Strike, #3) non-fiction ","evil, career, strike, cormoran, non, fiction, zone, zonal",0.0,0.8049999999999999,3,0.8049999999999999,0.9964601769911504
"Carnage (Four Horsemen, #1)",Sarah    Bailey,3.89,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carnage (Four Horsemen, #1) Other ","horsemen, carnage, 015, 김지영, zone, zonal, zombie, zodiac",0.0,0.7225,0,0.7225,0.9985840707964602
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.16,0,2015,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carry On (Simon Snow, #1) activism ","simon, carry, snow, activism, 015, 김지영, zone, zonal",0.0,0.79,0,0.79,0.9964601769911504
"Carry the Ocean (The Roosevelt, #1)",Heidi Cullinan,4.37,0,2015,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Carry the Ocean (The Roosevelt, #1) other ","roosevelt, ocean, carry, yeats, 015, 김지영, zone, zonal",0.0,0.8425,0,0.8425,0.9964601769911504
Carrying the Fire: An Astronaut's Journey (Paperback),Michael  Collins,4.49,0,1974,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Carrying the Fire: An Astronaut's Journey (Paperback) science ,"carrying, astronaut, journey, science, paperback, 김지영, zone, zonal",0.0,0.8725,0,0.8725,0.9819469026548673
Caste: The Origins of Our Discontents (Hardcover),Isabel Wilkerson,4.53,0,2020,"non-fiction, sport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Caste: The Origins of Our Discontents (Hardcover) non-fiction, sport ","discontents, caste, origins, sport, non, hardcover, fiction, zone",0.0,0.8825000000000001,3,0.8825000000000001,0.9982300884955753
"Cat Among the Pigeons (Hercule Poirot, #36)",Agatha Christie,3.86,0,1959,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cat Among the Pigeons (Hercule Poirot, #36) Other ","pigeons, 36, cat, poirot, hercule, 김지영, zone, zonal",0.0,0.715,0,0.715,0.976637168141593
Catch-22 (Paperback),Joseph Heller,3.99,0,1961,"fiction, history, non-fiction, other",0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,"Catch-22 (Paperback) fiction, history, non-fiction, other ","catch, 22, fiction, history, non, paperback, zone, zonal",0.0,0.7475,3,0.7475,0.9773451327433629
Catching Fire,Suzanne Collins,4.11,21465,2009,"Other, bestseller, children/young adult, fantasy, fiction, literature, other",1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,"Catching Fire Other, bestseller, children/young adult, fantasy, fiction, literature, other ","catching, fantasy, bestseller, young, children, adult, literature, fiction",9.97422556704147,0.7775000000000001,2,0.7775000000000001,0.9943362831858407
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.35,0,2009,"Other, fantasy, other, romance",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"Catching Fire (The Hunger Games, #2) Other, fantasy, other, romance ","catching, hunger, games, fantasy, romance, zone, zonal, zombie",0.0,0.8374999999999999,4,0.8374999999999999,0.9943362831858407
Catherine House (Hardcover),Elisabeth    Thomas,3.11,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Catherine House (Hardcover) Other ,"catherine, house, hardcover, 김지영, zone, zonal, zombie, zodiac",0.0,0.5275,0,0.5275,0.9982300884955753
"Caught Up (Into Darkness, #2)",Navessa Allen,3.79,0,2025,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Caught Up (Into Darkness, #2) Other ","caught, darkness, 015, 김지영, zone, zonal, zombie, zodiac",0.0,0.6975,0,0.6975,1.0
"Caught Up (Windy City, #3)",Liz Tomforde,4.43,0,2023,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Caught Up (Windy City, #3) Other, romance ","caught, windy, city, romance, 015, 김지영, zone, zonal",0.0,0.8574999999999999,4,0.8574999999999999,0.9992920353982301
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,4.24,0,2020,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cemetery Boys (Cemetery Boys, #1) activism ","cemetery, boys, activism, 김지영, zone, zonal, zombie, zodiac",0.0,0.81,0,0.81,0.9982300884955753
Ceremony (Paperback),Leslie Marmon Silko,3.84,0,1977,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ceremony (Paperback) non-fiction ,"ceremony, non, paperback, fiction, 015, 김지영, zone, zonal",0.0,0.71,3,0.71,0.9830088495575221
"Ceremony in Death (In Death, #5)",J.D. Robb,4.27,0,1997,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ceremony in Death (In Death, #5) Other ","death, ceremony, 015, 김지영, zone, zonal, zombie, zodiac",0.0,0.8174999999999999,0,0.8174999999999999,0.9900884955752213
"Chainsaw Man, Vol. 1: Dog and Chainsaw (Kindle Edition)",Tatsuki Fujimoto,4.36,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chainsaw Man, Vol. 1: Dog and Chainsaw (Kindle Edition) Other ","chainsaw, dog, vol, man, kindle, edition, zone, zonal",0.0,0.8400000000000001,0,0.8400000000000001,0.9978761061946902
"Changes (The Dresden Files, #12)",Jim  Butcher,4.51,0,2010,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changes (The Dresden Files, #12) Other ","changes, 12, dresden, files, zone, zonal, zombie, zodiac",0.0,0.8775,0,0.8775,0.9946902654867257
Charlie and the Chocolate Factory,Roald Dahl,4.02,13311,1964,"Other, children/young adult, fantasy, fiction, other",1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Charlie and the Chocolate Factory Other, children/young adult, fantasy, fiction, other ","factory, charlie, chocolate, fantasy, young, children, adult, fiction",9.49642116306099,0.7549999999999999,2,0.7549999999999999,0.9784070796460177
Charlotte's Web,E. B. White,4.03,29419,1952,"Other, children/young adult, fantasy, fiction, other, science",1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,"Charlotte's Web Other, children/young adult, fantasy, fiction, other, science ","charlotte, web, fantasy, young, children, science, adult, fiction",10.289429994155428,0.7575000000000001,2,0.7575000000000001,0.9741592920353982
Charlotte’s Web (Paperback),E.B. White,4.21,0,1952,"other, science",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Charlotte’s Web (Paperback) other, science ","charlotte, web, science, paperback, yeats, 015, 김지영, zone",0.0,0.8025,0,0.8025,0.9741592920353982
Chasing Headlines (Chasing Victory #1),J. Rose Black,4.25,0,2025,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chasing Headlines (Chasing Victory #1) romance ,"chasing, victory, headlines, romance, 015, 김지영, zone, zonal",0.0,0.8125,4,0.8125,1.0
Chemistry,Theodore L. Brown,4.38,481,1977,"Other, literature",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Chemistry Other, literature ","chemistry, literature, yeats, 015, 김지영, zone, zonal, zombie",6.1779441140506,0.845,1,0.845,0.9830088495575221
Chemistry: The Central Science (Hardcover),Theodore L. Brown,3.89,0,1977,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Chemistry: The Central Science (Hardcover) literature ,"central, chemistry, science, literature, hardcover, 김지영, zone, zonal",0.0,0.7225,0,0.7225,0.9830088495575221
Chicken Soup for the Soul (Paperback),Jack Canfield,4.09,0,2011,inspirational,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Chicken Soup for the Soul (Paperback) inspirational ,"soup, chicken, soul, inspirational, paperback, 015, 김지영, zone",0.0,0.7725,0,0.7725,0.9950442477876106
"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,4.3,0,2015,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Children of Time (Children of Time, #1) science ","time, children, science, yeats, 015, 김지영, zone, zonal",0.0,0.825,0,0.825,0.9964601769911504
"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,3.84,0,2015,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"China Rich Girlfriend (Crazy Rich Asians, #2) romance ","rich, girlfriend, china, asians, crazy, romance, zone, zonal",0.0,0.71,4,0.71,0.9964601769911504
"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",Joanne Fluke,3.68,0,2000,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chocolate Chip Cookie Murder (Hannah Swensen, #1) other ","swensen, chip, hannah, cookie, chocolate, murder, zone, zonal",0.0,0.67,0,0.67,0.9911504424778761
Choice Words: How Our Language Affects Children's Learning (Paperback),Peter H. Johnston,4.14,0,2004,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Choice Words: How Our Language Affects Children's Learning (Paperback) non-fiction ,"affects, choice, words, language, learning, children, non, paperback",0.0,0.7849999999999999,3,0.7849999999999999,0.9925663716814159
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.12,0,2012,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cinder (The Lunar Chronicles, #1) Other ","cinder, lunar, chronicles, 015, 김지영, zone, zonal, zombie",0.0,0.78,0,0.78,0.9953982300884956
